produzent,typ,cap,seek,inch,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,controller,mtbf,lift,date,notiz,sektors_al,mb,satz
MICROSCIENCE,HH-312,10,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,1044
MICROSCIENCE,HH-3120,121,28,5H,1314,5,36,0,0,0,,1313,SCSI,40,J,,,236520,115,1045
MICROSCIENCE,HH-315,10,0,,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,1046
MICROSCIENCE,HH-3160,170,28,5H,1314,7,36,0,0,0,,1313,SCSI,40,J,,,331128,162,1047
MICROSCIENCE,HH-325,21,99,5H,615,4,17,0,0,0,,614,MFM,36,J,,,41820,20,1048
MICROSCIENCE,HH-330,31,0,,612,4,26,0,0,0,0,0,RLL,0,,,,63648,31,1049
MICROSCIENCE,HH-4050,45,18,3H,1024,5,17,0,0,0,,1023,MFM,36,J,,,87040,42,1050
MICROSCIENCE,HH-4060,67,18,3H,1024,5,17,0,0,0,,1023,RLL,36,J,,,87040,42,1051
MICROSCIENCE,HH-4070,62,18,3H,1024,7,17,0,0,0,,1023,MFM,36,J,,,121856,60,1052
MICROSCIENCE,HH-4090,93,18,3H,1024,7,17,0,0,0,,1023,RLL,36,J,,,121856,60,1053
MICROSCIENCE,HH-5100,110,18,3H,855,7,36,0,0,0,,854,ESDI,36,J,,,215460,105,1054
MICROSCIENCE,HH-6100,110,18,3H,855,7,36,0,0,0,,854,SCSI,36,J,,,215460,105,1055
MICROSCIENCE,HH-612,10,99,5H,306,4,17,0,0,0,,305,MFM,36,J,,,20808,10,1056
MICROSCIENCE,HH-625,20,0,,612,4,17,0,0,0,0,0,MFM,0,,,,41616,20,1057
MICROSCIENCE,HH-7040,47,18,3H,855,3,36,0,0,0,,854,AT-BUS,36,J,,,92340,45,1058
MICROSCIENCE,HH-7100,110,18,3H,855,7,36,0,0,0,,854,AT-BUS,36,J,,,215460,105,1059
MICROSCIENCE,HH-712,10,99,,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,1060
MICROSCIENCE,HH-725,21,99,5H,615,4,17,0,0,0,,614,MFM,36,J,,,41820,20,1061
MICROSCIENCE,HH-738,0,99,,612,4,26,0,0,0,0,0,RLL,0,,,,63648,31,1062
MICROSCIENCE,HH-738,31,99,,612,4,26,0,0,0,0,0,RLL,0,,,,63648,31,1063
MICROSCIENCE,HH-825,21,65,5H,615,4,17,0,0,0,,614,MFM,36,J,,,41820,20,1064
MICROSCIENCE,HH-830,32,65,5H,615,4,26,0,0,0,,614,RLL,36,J,,,63960,31,1065
MICROSCIENCE,MS 10E,0,0,,656,2,0,0,0,0,0,0,,0,,,,0,0,1066
MICROSCIENCE,MS 15E,0,0,,522,4,0,0,0,0,0,0,,0,,,,0,0,1067
MICROSCIENCE,MS 20E,0,0,,656,4,0,0,0,0,0,0,,0,,,,0,0,1068
MICROSCIENCE,MS 30E,0,0,,656,6,0,0,0,0,0,0,,0,,,,0,0,1069
MICROSCIENCE,MS 5B,0,0,,336,2,0,0,0,0,0,0,,0,,,,0,0,1070
MINISCRIBE,1006,0,0,,153,2,17,0,0,0,0,0,MFM,0,,,,5202,3,1071
MINISCRIBE,1012,0,0,,153,4,17,0,0,0,0,0,MFM,0,,,,10404,5,1072
MINISCRIBE,2006,0,0,,307,2,17,0,0,0,0,0,MFM,0,,,,10438,5,1073
MINISCRIBE,2006,35,0,,512,8,17,0,0,0,0,0,MFM,0,,,,69632,34,1074
MINISCRIBE,2012,10,0,,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,1075
MINISCRIBE,3006,5,0,,306,2,17,0,0,0,0,0,MFM,0,,,,10404,5,1076
MINISCRIBE,3012,10,0,,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,1077
MINISCRIBE,3053,0,25,5.25,1024,5,17,0,0,0,0,0,MFM,0,,,,87040,42,1078
MINISCRIBE,3053,45,25,5H,1024,5,17,0,0,0,0,1023,MFM,30,J,1990-08-23,,87040,42,1079
MINISCRIBE,3085,71,22,5H,1170,7,17,0,0,0,0,1169,MFM,35,J,,,139230,68,1080
MINISCRIBE,3085E,0,17,5.25,1270,3,0,0,0,0,0,0,ESDI,0,,,,0,0,1081
MINISCRIBE,3085S,0,17,5.25,1255,3,0,0,0,0,0,0,SCSI,0,,,,0,0,1082
MINISCRIBE,3130E,112,17,5H,1250,5,0,0,0,0,0,1249,ESDI,0,N,,,0,0,1083
MINISCRIBE,3130S,115,17,5H,1255,5,0,0,0,0,0,1254,SCSI,0,N,,,0,0,1084
MINISCRIBE,3180E,157,17,5H,1254,7,0,0,0,0,0,1249,ESDI,0,N,,,0,0,1085
MINISCRIBE,3180S,160,17,5H,1255,7,0,0,0,0,0,1254,SCSI,0,N,,,0,0,1086
MINISCRIBE,3212,10,85,5.25,615,2,17,0,0,0,128,0,MFM,0,,,,20910,10,1087
MINISCRIBE,3212 PLUS,0,53,5.25,615,2,17,0,0,0,0,0,MFM,0,,,,20910,10,1088
MINISCRIBE,3412,10,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,1089
MINISCRIBE,3425,21,85,5HH,615,4,17,0,0,0,300,0,MFM,0,,1992-12-10,,41820,20,1090
MINISCRIBE,3425 PLUS,0,0,5.25,612,4,17,0,0,0,0,0,MFM,0,,,,41616,20,1091
MINISCRIBE,3438,31,85,,615,4,26,0,0,0,300,0,RLL,0,,1992-12-10,,63960,31,1092
MINISCRIBE,3438 PLUS,0,53,5.25,613,4,26,0,0,0,0,0,RLL,0,,,,63752,31,1093
MINISCRIBE,3650,42,61,5H,809,6,17,0,0,0,300,849,MFM,0,N,,,82518,40,1094
MINISCRIBE,3675,63,61,5H,809,6,0,0,0,0,0,808,MFM,0,N,,,0,0,1095
MINISCRIBE,4010,0,0,,480,2,17,0,0,0,0,0,MFM,0,,,,16320,8,1096
MINISCRIBE,4020,0,0,,480,4,17,0,0,0,0,0,MFM,0,,,,32640,16,1097
MINISCRIBE,5330,0,0,,480,6,17,0,0,0,0,0,MFM,0,,,,48960,24,1098
MINISCRIBE,5338,0,0,,612,6,17,0,0,0,306,0,MFM,0,,,,62424,30,1099
MINISCRIBE,5440,0,0,,480,8,17,0,0,0,128,0,MFM,0,,,,65280,32,1100
MINISCRIBE,5451,0,0,,612,8,17,0,0,0,306,0,MFM,0,,,,83232,41,1101
MINISCRIBE,6032,27,28,5F,1024,3,17,0,0,0,512,0,MFM,15,+,1992-12-10,,52224,26,1102
MINISCRIBE,6053,44,28,5F,1024,5,17,0,0,0,512,0,MFM,15,+,1992-12-10,,87040,42,1103
MINISCRIBE,6074,62,28,5F,1024,7,17,0,0,0,512,0,MFM,15,+,1992-12-10,,121856,60,1104
MINISCRIBE,6079,66,28,,1024,5,0,0,0,0,0,0,,0,,,,0,0,1105
MINISCRIBE,6085,71,28,5F,1024,8,17,0,0,0,512,1023,MFM,0,N,,,139264,68,1106
MINISCRIBE,6128,108,28,5F,1024,8,26,0,0,0,512,1023,RLL,0,N,,,212992,104,1107
MINISCRIBE,6212,0,0,,615,2,17,0,0,0,0,0,MFM,0,,,,20910,10,1108
MINISCRIBE,7040A,41,19,3.5,1159,2,36,0,0,0,0,0,AT,40,+,1992-12-10,,83448,41,1109
MINISCRIBE,7040S,40,19,3.5,1159,2,36,0,0,0,0,0,SCSI,40,+,1992-12-10,,83448,41,1110
MINISCRIBE,7080A,80,19,3.5,1159,4,36,0,0,0,0,0,AT,40,+,1992-12-10,,166896,81,1111
MINISCRIBE,7080S,80,19,3.5,1156,4,36,0,0,0,0,0,SCSI,40,+,1992-12-10,,166464,81,1112
MINISCRIBE,7426,0,0,,612,4,17,0,0,0,613,0,MFM,0,,,,41616,20,1113
MINISCRIBE,8051,0,0,3.5,981,5,26,0,0,0,0,0,RLL,0,,,,127530,62,1114
MINISCRIBE,8051A,42,28,3H,745,4,28,0,0,0,0,0,AT-BUS,150,+,1992-12-10,,83440,41,1115
MINISCRIBE,8051S,42,28,3H,745,4,0,0,0,0,0,744,SCSI,0,N,,,0,0,1116
MINISCRIBE,8212,0,0,,615,2,17,0,0,0,128,0,MFM,0,,,,20910,10,1117
MINISCRIBE,8225,0,0,3.5,771,2,26,0,0,0,0,0,RLL,0,,,,40092,20,1118
MINISCRIBE,8225A,21,40,3H,0,0,0,0,0,0,0,0,AT-BUS,0,N,,,0,0,1119
MINISCRIBE,8225XT,0,68,3.5,615,4,26,0,0,0,0,0,RLL,0,,,,63960,31,1120
MINISCRIBE,8412,0,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,1121
MINISCRIBE,8425,21,68,3H,615,4,17,0,0,0,300,614,MFM,20,N,,,41820,20,1122
MINISCRIBE,8425AT,43,40,3H,745,4,0,0,0,0,0,744,AT-BUS,0,N,,,0,0,1123
MINISCRIBE,8425F,21,40,3H,615,4,17,0,0,0,0,614,MFM,20,N,,,41820,20,1124
MINISCRIBE,8425S,21,28,3H,612,4,0,0,0,0,,611,SCSI,0,N,,,0,0,1125
MINISCRIBE,8425XT,0,61,3.5,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,1126
MINISCRIBE,8434F,0,40,3.5,615,4,26,0,0,0,0,0,RLL,0,,,,63960,31,1127
MINISCRIBE,8438,33,68,3H,615,4,26,0,0,0,,614,RLL,20,N,,,63960,31,1128
MINISCRIBE,8438F,33,40,3H,615,4,26,0,0,0,,614,RLL,20,N,,,63960,31,1129
MINISCRIBE,8438XT,0,61,3.5,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,1130
MINISCRIBE,8450,41,45,3H,771,4,26,0,0,0,0,770,RLL,30,N,,,80184,39,1131
MINISCRIBE,8450A,42,40,3H,0,0,0,0,0,0,0,0,AT-BUS,0,N,,,0,0,1132
MINISCRIBE,8450AT,0,40,3.5,745,4,28,0,0,0,0,0,ESDI,0,,,,83440,41,1133
MINISCRIBE,8450XT,0,45,3.5,805,4,26,0,0,0,0,0,RLL,0,,,,83720,41,1134
MINISCRIBE,9000E,338,0,5,1224,15,0,0,0,0,0,0,ESDI,0,,,,0,0,1135
MINISCRIBE,9000S,347,0,5,1220,15,0,0,0,0,0,0,SCSI,0,,,,0,0,1136
MINISCRIBE,9230E,197,0,,1224,9,35,0,0,0,0,0,ESDI,0,,1992-12-10,,385560,188,1137
MINISCRIBE,9380E,338,16,5F,1224,15,17,0,0,0,0,1223,ESDI,0,N,,,312120,152,1138
MINISCRIBE,9380S,347,16,5F,1224,15,0,0,0,0,0,1223,SCSI,0,N,,,0,0,1139
MINISCRIBE,9424E,0,17,5.25,1661,8,0,0,0,0,0,0,ESDI,0,,,,0,0,1140
MINISCRIBE,9424S,0,17,5.25,1661,8,0,0,0,0,0,0,SCSI,0,,,,0,0,1141
MINISCRIBE,9760E,640,16,5F,0,0,0,0,0,0,0,0,ESDI,0,+,1992-12-10,,0,0,1142
MINISCRIBE,9780E,676,17,5F,1661,15,0,0,0,0,0,1660,ESDI,0,N,,,0,0,1143
MINISCRIBE,9780S,668,17,5F,1661,15,0,0,0,0,0,1660,SCSI,0,N,,,0,0,1144
MINISCRIBE,MS 1006,0,0,,306,2,0,0,0,0,153,0,,0,,,,0,0,1145
MINISCRIBE,MS 1012,0,0,,306,4,0,0,0,0,0,0,,0,,,,0,0,1146
MINISCRIBE,MS 8051S,20,0,,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,1147
MINISCRIBE,MS6170E,130,28,5.25,1024,8,34,0,0,0,0,0,ESDI,0,Y,,,278528,136,1148
MINISCRIBE,MS8048,40,30,3.5,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,1149
MINISCRIBE,MS8450S,40,68,3.5,809,4,0,0,0,0,0,0,SCSI,0,,,,0,0,1150
MITSUBISHI,MR335,44,20,3H,1042,7,17,0,0,0,,742,MFM,30,N,,,88417,43,1151
MITSUBISHI,MR335,45,20,3.5,743,7,17,0,0,0,0,0,MFM,30,,1992-12-10,,88417,43,1152
MITSUBISHI,MR521,10,85,5.25,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,1153
MITSUBISHI,MR522,21,85,5.25,612,4,17,0,0,0,300,0,MFM,0,,1992-12-10,,41616,20,1154
MITSUBISHI,MR5310E,0,28,5.25,977,5,17,0,0,0,0,0,ESDI,0,,,,83045,41,1155
MITSUBISHI,MR5310E,80,28,5H,977,5,0,0,0,0,0,0,ESDI,30,,1992-12-10,,0,0,1156
MITSUBISHI,MR533,24,28,5H,977,3,17,0,0,0,,976,MFM,20,J,,,49827,24,1157
MITSUBISHI,MR535,42,28,5H,977,5,17,0,0,0,,976,MFM,20,J,,,83045,41,1158
MITSUBISHI,MR535R,65,28,5.25,1028,5,26,0,0,0,0,0,RLL,30,Y,,,127010,62,1159
MITSUBISHI,MR535S,40,28,5H,977,5,0,0,0,0,0,0,SCSI,30,+,1992-12-10,,0,0,1160
MITSUBISHI,MR537S,60,28,5H,977,5,0,0,0,0,0,0,SCSI,30,,1992-12-10,,0,0,1161
MITSUBISHI,MR548,75,20,5H,1225,7,17,0,0,0,0,0,MFM,30,,1992-12-10,,145775,71,1162
MITSUMI,309 AA,90,20,3H,932,5,38,0,0,0,0,0,AT,30,+,1992-12-10,,177080,86,1163
MITSUMI,309 AC,90,20,3H,932,5,38,0,0,0,0,0,SCSI,30,+,1992-12-10,,177080,86,1164
MITSUMI,313 AA,131,20,3H,963,8,39,0,0,0,0,0,AT,30,+,1992-12-10,,300456,147,1165
MITSUMI,313 AC,131,20,3H,963,8,39,0,0,0,0,0,SCSI,30,+,1992-12-10,,300456,147,1166
MITSUMI,354 VA,40,28,3H,615,4,17,0,0,0,0,0,AT,30,+,1992-12-10,,41820,20,1167
MITSUMI,354 VC,40,28,3H,615,4,17,0,0,0,0,0,SCSI,30,+,1992-12-10,,41820,20,1168
MMI,M 106,5,75,3.5,306,2,14,0,0,0,128,0,MFM,0,N,,,0,0,1169
MMI,M 112,10,75,3.5,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,1170
MMI,M 125,20,75,3.5,306,8,17,0,0,0,128,0,MFM,0,,,,41616,20,1171
MMI,M 206,5,75,,306,2,17,0,0,0,128,0,MFM,0,,,,10404,5,1172
MMI,M 212,10,70,5.25,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,1173
MMI,M 225,20,75,5.25,306,8,17,0,0,0,128,0,MFM,0,,,,41616,20,1174
MMI,M 306,5,75,3.5,306,2,17,0,0,0,128,0,MFM,0,,,,10404,5,1175
MMI,M 312,10,75,5.25,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,1176
MMI,M 325,20,75,5.25,306,8,17,0,0,0,128,0,MFM,0,,,,41616,20,1177
NCL AMERICA,9220,200,17,3.5,0,0,0,0,0,0,0,0,,50,Y,,,0,0,1178
NCR,6091-5101,300,27,5.25,0,9,0,0,0,0,0,0,SCSI,0,J,,,0,0,1179
NCR,6091-5301,630,25,5.25,0,15,0,0,0,0,0,0,SCSI,0,Y,,,0,0,1180
NEC,D3126,20,85,3H,615,4,17,0,0,0,256,0,MFM,0,+,1992-12-10,,41820,20,1181
NEC,D3142,0,0,,642,8,0,0,0,0,0,0,,0,,,,0,0,1182
NEC,D3142,42,28,3H,642,8,17,0,0,0,128,641,MFM,12,J,,,87312,43,1183
NEC,D3146H,40,35,3H,615,8,17,0,0,0,128,614,MFM,12,J,,,83640,41,1184
NEC,D3661,118,23,3H,915,7,36,0,0,0,,914,ESDI,0,J,,,230580,113,1185
NEC,D3735,45,25,3H,1074,2,0,0,0,0,0,0,AT,30,+,1992-12-10,,0,0,1186
NEC,D3735,42,23,3.5,733,7,17,0,0,0,0,0,AT,0,,,,87227,43,1187
NEC,D3741,45,23,3H,423,8,0,0,0,0,0,0,AT,30,+,1992-12-10,,0,0,1188
NEC,D3741,42,23,3.5,423,7,26,0,0,0,0,0,AT,0,,,,76986,38,1189
NEC,D3755,105,25,3.5,1251,4,0,0,0,0,0,0,AT,30,+,1992-12-10,,0,0,1190
NEC,D3755,100,23,3.5,625,8,40,0,0,0,0,0,AT,0,,,,200000,98,1191
NEC,D3756,100,18,3.5,625,8,40,0,0,0,0,0,AT,0,,,,200000,98,1192
NEC,D3761,104,20,3.5,733,7,0,0,0,0,0,0,AT,30,+,1992-12-10,,0,0,1193
NEC,D3761,108,16,3.5,915,7,35,0,0,0,0,0,AT,0,,,,224175,109,1194
NEC,D3765,168,14,3.5,743,8,58,0,0,0,0,0,AT,0,,,,344752,168,1195
NEC,D3772,315,14,3.5,0,0,0,0,0,0,0,0,AT,0,,,,0,0,1196
NEC,D3781,425,15,3.5,1464,9,63,0,0,0,0,0,IDE,50,Y,,,830088,405,1197
NEC,D3781,406,14,3.5,825,16,63,0,0,0,0,0,AT,0,,,,831600,406,1198
NEC,D3835,45,25,3.5,1074,2,0,0,0,0,0,0,SCSI,30,+,1992-12-10,,0,0,1199
NEC,D3841,45,23,3.5,440,8,0,0,0,0,0,0,SCSI,30,+,1992-12-10,,0,0,1200
NEC,D3855,105,25,3.5,1251,4,0,0,0,0,0,0,SCSI,30,+,1992-12-10,,0,0,1201
NEC,D3861,114,20,3.5,915,7,35,0,0,0,0,0,SCSI,30,Y,,,224175,109,1202
NEC,D5114,5,85,,306,2,17,0,0,0,0,0,MFM,0,,,,10404,5,1203
NEC,D5124,10,85,5H,310,4,17,0,0,0,,309,MFM,12,N,1990-09-01,,21080,10,1204
NEC,D5126,20,85,5H,615,4,17,0,0,0,,614,MFM,12,N,1990-09-01,,41820,20,1205
NEC,D5126H,21,40,5H,615,4,17,0,0,0,300,614,MFM,20,N,,,41820,20,1206
NEC,D5127H,33,40,5H,615,4,26,0,0,0,,614,RLL,0,N,,,63960,31,1207
NEC,D5128,21,85,5H,615,4,17,0,0,0,,614,MFM,20,N,,,41820,20,1208
NEC,D5146,40,85,5H,615,8,17,0,0,0,128,0,MFM,0,,1992-12-10,,83640,41,1209
NEC,D5146H,43,40,5H,615,8,17,0,0,0,,614,MFM,20,N,,,83640,41,1210
NEC,D5147H,65,40,5H,615,8,26,0,0,0,,614,RLL,20,N,,,127920,62,1211
NEC,D5214,5,85,5F,310,2,17,0,0,0,0,0,MFM,11,,1992-12-10,,10540,5,1212
NEC,D5224,10,85,5F,310,4,17,0,0,0,0,0,MFM,11,,1992-12-10,,21080,10,1213
NEC,D5234,15,85,5F,310,6,17,0,0,0,0,0,MFM,11,,1992-12-10,,31620,15,1214
NEC,D5244,20,85,5F,310,8,17,0,0,0,0,0,MFM,11,,1992-12-10,,42160,21,1215
NEC,D5452,70,23,5F,823,10,17,0,0,0,,822,MFM,20,J,,,139910,68,1216
NEC,D5652,150,23,5F,823,10,36,0,0,0,,822,ESDI,20,J,,,296280,145,1217
NEC,D5655,140,18,5F,1224,8,36,0,0,0,,1223,ESDI,20,N,1992-12-14,,352512,172,1218
NEC,D5662,319,18,5H,1224,15,36,0,0,0,,1223,ESDI,20,N,,,660960,323,1219
NEC,D5682,630,16,5F,1663,15,0,0,0,0,0,0,ESDI,30,+,1992-12-10,,0,0,1220
NEC,D5852,150,23,5F,823,6,0,0,0,0,0,0,SCSI,0,,1992-12-10,,0,0,1221
NEC,D5852   ?,148,23,5F,823,10,35,0,0,0,0,822,SCSI,20,N,1992-12-10,,288050,141,1222
NEC,D5862,350,18,5H,1224,15,0,0,0,0,,1223,SCSI,20,N,,,0,0,1223
NEC,D5862,330,18,5F,1224,15,0,0,0,0,0,0,SCSI,20,+,1992-12-10,,0,0,1224
NEC,D5882,630,16,5F,1630,15,0,0,0,0,0,0,SCSI,20,+,1992-12-10,,0,0,1225
NEC,D5892,1250,14,5F,1635,19,0,0,0,0,0,0,SCSI,50,+,1992-12-10,,0,0,1226
NEI,RD 3127,10,0,,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,1227
NEI,RD 3255,20,0,,612,4,17,0,0,0,0,0,MFM,0,,,,41616,20,1228
NEI,RD 4127,10,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,1229
NEI,RD 4255,20,0,,306,8,17,0,0,0,0,0,MFM,0,,,,41616,20,1230
NEWBURY DATA,NDR1065,55,25,5.25,918,7,17,0,0,0,0,0,MFM,0,,,,0,0,1231
NEWBURY DATA,NDR1085,71,25,5.25,1024,8,17,0,0,0,0,0,MFM,0,,,,139264,68,1232
NEWBURY DATA,NDR1105,87,25,5.25,918,11,17,0,0,0,0,0,MFM,0,,,,171666,84,1233
NEWBURY DATA,NDR1140,119,25,5.25,1024,15,17,0,0,0,0,0,MFM,0,,,,261120,128,1234
NEWBURY DATA,NDR2085,74,0,,1224,7,17,0,0,0,0,0,,0,,,,0,0,1235
NEWBURY DATA,NDR2140,117,0,,1224,11,17,0,0,0,0,0,,0,,,,0,0,1236
NEWBURY DATA,NDR2190,152,0,,1224,15,17,0,0,0,0,0,,0,,,,0,0,1237
NEWBURY DATA,NDR2190-,133,0,,1024,15,17,0,0,0,0,0,MFM,0,,,,261120,128,1238
NEWBURY DATA,NDR3170S,146,28,5.25,1224,9,26,0,0,0,0,0,SCSI,0,,,,286416,140,1239
NEWBURY DATA,NDR320,42,0,,615,4,35,0,0,0,0,0,SCSI,0,,,,86100,42,1240
NEWBURY DATA,NDR3280S,244,28,5.25,1224,15,26,0,0,0,0,0,SCSI,0,,,,477360,233,1241
NEWBURY DATA,NDR3380S,319,28,5.25,1224,15,34,0,0,0,0,0,SCSI,0,N,,,0,0,1242
NEWBURY DATA,NDR340,84,0,,615,8,35,0,0,0,0,0,SCSI,0,,,,172200,84,1243
NEWBURY DATA,NDR360,0,0,,615,8,17,0,0,0,0,0,MFM,0,,,,83640,41,1244
NEWBURY DATA,NDR4170,0,0,,1224,7,36,0,0,0,0,0,,0,,,,308448,151,1245
NEWBURY DATA,NDR4175,179,28,5.25,1224,7,36,0,0,0,0,0,ESDI,0,,,,308448,151,1246
NEWBURY DATA,NDR4380,384,28,5.25,1224,15,36,0,0,0,0,0,ESDI,0,,,,660960,323,1247
NEWBURY DATA,NDR4380S,0,0,,1224,15,0,0,0,0,0,0,SCSI,0,,,,0,0,1248
NEWBURY DATA,NDR-3380S,319,28,5.25,1224,15,34,0,0,0,0,0,SCSI,0,,,,624240,305,1249
NEWBURY DATA,ND-1085,71,28,5F,1024,8,17,0,0,0,,1023,MFM,40,J,,,139264,68,1250
NEWBURY DATA,ND-1105,88,0,,918,11,17,0,0,0,0,0,MFM,0,,,,171666,84,1251
NEWBURY DATA,ND-1120R,105,27,5F,1024,8,25,0,0,0,0,1023,RLL,40,J,,,204800,100,1252
NEWBURY DATA,ND-1140,120,27,5F,918,15,17,0,0,0,,917,MFM,40,J,,,234090,114,1253
NEWBURY DATA,ND-1140R,183,17,,918,15,26,0,0,0,0,0,RLL,0,,,,358020,175,1254
NEWBURY DATA,ND-1240R,197,27,5F,1024,15,25,0,0,0,0,1023,RLL,40,J,,,384000,188,1255
NEWBURY DATA,ND-2190,160,29,5F,1224,15,17,0,0,0,,1223,MFM,40,J,,,312120,152,1256
NEWBURY DATA,ND-2190R,244,17,5H,1224,15,26,0,0,0,0,0,RLL,0,,,,477360,233,1257
NEWBURY DATA,ND-3170S,140,17,,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,1258
NEWBURY DATA,ND-320,21,0,,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,1259
NEWBURY DATA,ND-3280S,250,17,,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,1260
NEWBURY DATA,ND-340,43,0,,615,8,17,0,0,0,0,0,MFM,0,,,,83640,41,1261
NEWBURY DATA,ND-4170E,158,14,5F,1224,7,36,0,0,0,0,1223,ESDI,40,J,,,308448,151,1262
NEWBURY DATA,ND-4170S,158,14,5F,1224,7,36,0,0,0,0,1223,SCSI,40,J,,,308448,151,1263
NEWBURY DATA,ND-4175E,140,17,,0,0,0,0,0,0,0,0,ESDI,0,,,,0,0,1264
NEWBURY DATA,ND-4380E,338,16,5F,1224,15,36,0,0,0,0,1223,ESDI,40,J,,,660960,323,1265
NEWBURY DATA,ND-4380S,338,16,5F,1224,15,36,0,0,0,0,1223,SCSI,40,J,,,660960,323,1266
NEWBURY DATA,ND-8380E,361,14,5F,1632,8,54,0,0,0,0,1631,ESDI,30,J,,,705024,344,1267
NEWBURY DATA,ND-8380S,360,14,5F,1632,8,54,0,0,0,0,1631,SCSI,30,J,,,705024,344,1268
NEWBURY DATA,ND-8760E,677,16,5F,1632,15,54,0,0,0,0,1631,ESDI,30,J,,,1321920,645,1269
NEWBURY DATA,ND-8760S,676,16,5F,1632,15,54,0,0,0,0,1631,SCSI,30,J,,,1321920,645,1270
NMI,312,0,0,,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,1271
NMI,M 106,0,75,3.5,306,2,17,0,0,0,128,0,MFM,0,,,,10404,5,1272
NPL,NP 02-26S,21,0,,640,4,0,0,0,0,0,0,SCSI,0,,,,0,0,1273
NPL,NP 03-13,10,0,,306,4,26,0,0,0,0,0,RLL,0,,,,31824,16,1274
NPL,NP 03-6,5,0,,306,2,17,0,0,0,0,0,MFM,0,,,,10404,5,1275
OKIDATA,OD 526,21,85,,615,4,26,0,0,0,0,0,RLL,0,,,,63960,31,1276
OKIDATA,OD 540,31,85,,615,6,26,0,0,0,0,0,RLL,0,,,,95940,47,1277
OLIVETTI,416,0,0,,819,2,0,0,0,0,0,0,,0,,,,0,0,1278
OLIVETTI,510,0,0,,628,2,0,0,0,0,0,0,,0,,,,0,0,1279
OLIVETTI,516,0,0,,819,2,0,0,0,0,0,0,,0,,,,0,0,1280
OLIVETTI,5210/2,10,85,5.25,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,1281
OLIVETTI,5220/2,20,65,5.25,612,4,17,0,0,0,0,0,MFM,0,,,,41616,20,1282
OLIVETTI,HD561,5,0,,180,4,17,0,0,0,128,0,MFM,0,,,,12240,6,1283
OLIVETTI,HD662/11,10,0,,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,1284
OLIVETTI,HD662/12,20,0,,612,4,17,0,0,0,0,0,MFM,0,,,,41616,20,1285
OPTIMA,CONCORDE 1050,1050,15,5.25,0,15,0,0,0,0,0,0,SCSI,50,Y,,,0,0,1286
OPTIMA,CONCORDE 1350,1352,15,5.25,0,15,0,0,0,0,0,0,SCSI,50,Y,,,0,0,1287
OPTIMA,CONCORDE 635,640,16,5.25,0,14,0,0,0,0,0,0,SCSI,150,Y,,,0,0,1288
OPTIMA,DISKOVERY,80,25,3.5,0,0,0,0,0,0,0,0,SCSI MAC,0,Y,,,0,0,1289
OPTIMA,DISKOVERY,200,17,3.5,0,0,0,0,0,0,0,0,SCSI,40,Y,,,0,0,1290
OPTIMA,DISKOVERY 130,136,25,3.5,0,0,0,0,0,0,0,0,SCSI,30,Y,,,0,0,1291
OPTIMA,DISKOVERY 130IS,136,25,3.5,0,0,0,0,0,0,0,0,SCSI MAC,30,Y,,,0,0,1292
OPTIMA,DISKOVERY 200IS,200,17,3.5,0,0,0,0,0,0,0,0,SCSI MAC,40,Y,,,0,0,1293
OPTIMA,DISKOVERY 260IM,260,25,3.5,0,0,0,0,0,0,0,0,SCSI MAC,0,,,,0,0,1294
OPTIMA,DISKOVERY 310IS,310,13,3.5,0,0,0,0,0,0,0,0,SCSI MAC,0,Y,,,0,0,1295
OPTIMA,DISKOVERY 325,321,14,3.5,0,0,0,0,0,0,0,0,SCSI,100,Y,,,0,0,1296
OPTIMA,DISKOVERY 325I,321,14,3.5,0,0,0,0,0,0,0,0,SCSI MAC,100,Y,,,0,0,1297
OPTIMA,DISKOVERY 40,45,25,3.5,0,0,0,0,0,0,0,0,SCSI,30,Y,,,0,0,1298
